ID,XAxis,YAxis,ZAxis,GlobalTime
0,6424104.95205707,-1622987.19802795,0,18100
0,6809470.15391004,-1366181.35854308,0,18200
0,7113667.55400806,-1093008.35453882,0,18300
0,7341700.67440376,-808080.001433113,0,18400
0,7497025.54527546,-515115.680855413,0,18500
0,7581864.38846261,-217289.326427163,0,18600
0,7597388.5681629,82531.0793077239,0,18700
0,7543809.28823924,381597.968464294,0,18800
0,7420393.53049778,677118.611809993,0,18900
0,7225408.19620944,966082.142016168,0,19000
0,6955981.92118604,1245049.39237161,0,19100
0,6607856.77491038,1509862.91541473,0,19200
0,6174973.97458389,1755203.47334442,0,19300
0,5648784.64573371,1973848.10492959,0,19400
0,5017064.89796681,2155311.6168964,0,19500
0,4261754.77658832,2283081.55371337,0,19600
0,3354670.37827323,2328144.78625726,0,19700
0,2248048.19190558,2230336.26334537,0,19800
0,853330.908348626,1821424.02228931,0,19900
0,-698473.287551105,197871.653456482,0,20000
0,652694.750799905,-1725917.0820856,0,20100
0,2092297.03182681,-2202258.3111122,0,20200
0,3228846.99999431,-2325573.94533889,0,20300
0,4157644.00761687,-2294024.38099258,0,20400
0,4930066.33009835,-2174611.42877096,0,20500
0,5576060.61256525,-1998773.07826467,0,20600
0,6114650.95213436,-1784104.9027868,0,20700
0,6558642.86241008,-1541649.3578317,0,20800
0,6916965.08115563,-1278943.93188778,0,20900
0,7195941.95162124,-1001496.29006723,0,21000
0,7400029.10438656,-713580.273015351,0,21100
0,7532254.56796601,-418706.549553257,0,21200
0,7594483.95761205,-119926.788127272,0,21300
0,7587570.44378961,179948.964477243,0,21400
0,7511420.00788931,478176.441275984,0,21500
0,7364984.35230646,771912.115976441,0,21600
0,7146180.14853036,1058031.7794024,0,21700
0,6851719.16186809,1332900.12637147,0,21800
0,6476813.99838084,1592041.26571714,0,21900
0,6014690.14071943,1829619.4750717,0,22000
0,5455768.03981579,2037545.37339499,0,22100
0,4786233.64456908,2203786.20650307,0,22200
0,3985366.45543624,2308784.2460754,0,22300
0,3020061.42000572,2316574.227613,0,22400
0,1832356.16261053,2146698.61701138,0,22500
0,317281.897692054,1534920.62304723,0,22600
0,-487417.085791822,-757529.704911633,0,22700
0,1162062.78399478,-1946678.84368632,0,22800
0,2489102.84401505,-2266495.83349954,0,22900
0,3550406.9196535,-2327899.61152178,0,23000
0,4424099.1137896,-2262914.86639715,0,23100
0,5152810.27300574,-2122613.58042938,0,23200
0,5762175.71060376,-1932631.79302491,0,23300
0,6268837.11740831,-1707931.98045819,0,23400
0,6684150.85536051,-1458187.7325356,0,23500
0,7016092.61008815,-1190158.58581694,0,23600
0,7270316.27080137,-908884.224459443,0,23700
0,7450775.29884218,-618349.081421472,0,23800
0,7560097.28236231,-321886.656998698,0,23900
0,7599806.84329793,-22448.979672967,0,24000
0,7570445.75862543,277193.495792074,0,24100
0,7471614.04823525,574282.574637483,0,24200
0,7301939.72113757,865905.013888992,0,24300
0,7058971.53820645,1148799.29560905,0,24400
0,6738973.82611347,1419099.83626359,0,24500
0,6336579.18298404,1671958.7833714,0,24600
0,5844212.9962501,1900932.47292507,0,24700
0,5251118.51425257,2096894.02971428,0,24800
0,4541620.08978574,2245906.47410746,0,24900
0,3691787.04640124,2324507.21703983,0,25000
0,2662351.72691305,2287212.63878867,0,25100
0,1382287.42383011,2022292.58096371,0,25200
0,-246419.709728186,1072479.6129863,0,25300
0,58113.6092103417,-1351438.21290549,0,25400
0,1629690.33377287,-2095352.9732426,0,25500
0,2858377.94262455,-2305507.48339812,0,25600
0,3852406.42596546,-2317364.87855716,0,25700
0,4675362.86144001,-2224022.55070084,0,25800
0,5363013.87207595,-2065444.29780786,0,25900
0,5937481.40449669,-1862862.05668287,0,26000
0,6413399.38920146,-1629135.31432803,0,26100
0,6800869.52111347,-1372807.59026194,0,26200
0,7107023.35936826,-1099982.11334029,0,26300
0,7336908.58465535,-815298.870688892,0,26400
0,7494015.35116828,-522494.684066409,0,26500
0,7580593.98878562,-224753.866675517,0,26600
0,7597840.63683968,75050.3684792943,0,26700
0,7545989.96123412,374169.488675925,0,26800
0,7424332.86697882,669813.908432034,0,26900
0,7231162.49916249,958980.531259484,0,27000
0,6963638.36315118,1238243.95366125,0,27100
0,6617541.29830863,1503469.18703313,0,27200
0,6186864.35730411,1749373.31368222,0,27300
0,5663132.4536282,1968793.79588433,0,27400
0,5034234.06316699,2151351.90128422,0,27500
0,4282294.27984648,2280740.35585159,0,27600
0,3379464.76409463,2328399.38937637,0,27700
0,2278664.43650441,2235413.62197529,0,27800
0,892677.762062585,1838766.81507496,0,27900
0,-684374.907564489,275212.730839721,0,28000
0,611790.378796301,-1704880.51844409,0,28100
0,2060599.38674542,-2196075.55714243,0,28200
0,3203305.12878613,-2324790.77466009,0,28300
0,4136535.28052882,-2296056.06545878,0,28400
0,4912433.61959867,-2178369.33941036,0,28500
0,5561317.1767355,-2003687.35570043,0,28600
0,6102410.99443512,-1789834.38001029,0,28700
0,6548641.01816505,-1547969.53810456,0,28800
0,6909014.21603627,-1285695.80130666,0,28900
0,7189909.35917966,-1008559.93044973,0,29000
0,7395822.41111924,-720859.887366694,0,29100
0,7529813.21099844,-426121.190493445,0,29200
0,7593774.14699177,-127404.064005888,0,29300
0,7588582.53537877,172477.65960333,0,29400
0,7514167.77725489,470780.069329914,0,29500
0,7369506.03509328,764664.194416876,0,29600
0,7152541.44090385,1051015.34358165,0,29700
0,6860018.77076677,1326214.41684155,0,29800
0,6487192.95029494,1585811.74924251,0,29900
0,6027347.19611722,1824014.2781446,0,30000
0,5470985.8991821,2032804.70155193,0,30100
0,4804425.92871147,2200280.50085318,0,30200
0,4007168.73105217,2307144.70226374,0,30300
0,3046526.49502555,2318043.59899654,0,30400
0,1865413.27116534,2154390.13490291,0,30500
0,359869.335774693,1561721.24116521,0,30600
0,-523201.174679294,-696536.309738198,0,30700
0,1124506.63613466,-1932703.00597546,0,30800
0,2459670.92713016,-2262543.87823344,0,30900
0,3526445.70962035,-2328207.05753486,0,31000
0,4404202.19929448,-2265592.46619288,0,31100
0,5136168.98331237,-2126795.38280473,0,31200
0,5748281.28750432,-1937841.33556929,0,31300
0,6257349.27620584,-1713874.17957963,0,31400
0,6674833.14079233,-1464663.37489421,0,31500
0,7008777.60100665,-1197023.53778298,0,31600
0,7264885.58759523,-916027.697134724,0,31700
0,7447147.64299832,-625680.937973124,0,31800
0,7558221.21325239,-329329.325097502,0,31900
0,7599656.60854058,-29931.7757713342,0,32000
0,7572019.32033421,269738.849451668,0,32100
0,7474932.93002012,566926.038584818,0,32200
0,7307050.64764728,858722.594664909,0,32300
0,7065950.17606076,1141878.44221164,0,32400
0,6747931.38260756,1412546.98649066,0,32500
0,6347673.36272505,1665911.02145436,0,32600
0,5857666.23883492,1895577.19184987,0,32700
0,5267249.45420272,2092505.21255327,0,32800
0,4560901.23930925,2242919.13751753,0,32900
0,3714960.03961005,2323693.22279986,0,33000
0,2690683.64802042,2290191.41106746,0,33100
0,1418161.47230654,2033634.90308392,0,33200
0,-203723.109868596,1117373.17271869,0,33300
0,14537.281842952,-1316510.19198666,0,33400
0,1595170.41122872,-2085865.50348545,0,33500
0,2830937.11332243,-2303270.41663532,0,33600
0,3829882.45587921,-2318578.31517168,0,33700
0,4656594.43813229,-2227258.58228503,0,33800
0,5347311.20841399,-2070001.08268208,0,33900
0,5924400.52401387,-1868336.30326752,0,34000
0,6402638.94639026,-1635269.49006513,0,34100
0,6792218.40146219,-1379423.63090788,0,34200
0,7100331.79209261,-1106948.54018106,0,34300
0,7332071.2777894,-822512.715376738,0,34400
0,7490961.33068718,-529870.631724744,0,34500
0,7579280.50227074,-232217.129552579,0,34600
0,7598249.76380732,67569.2333855954,0,34700
0,7548127.25409847,366738.857779383,0,34800
0,7428227.76826334,662505.196067811,0,34900
0,7236870.61201879,951872.794769758,0,35000
0,6971246.01053128,1231429.83839186,0,35100
0,6627173.32370832,1497063.53125688,0,35200
0,6198697.02677281,1743526.83507937,0,35300
0,5677415.11641246,1963716.83883842,0,35400
0,5051327.16297262,2147359.67917506,0,35500
0,4302740.82307034,2278349.64696546,0,35600
0,3404137.92976317,2328570.47179693,0,35700
0,2309106.98648796,2240320.5743898,0,35800
0,931765.478762574,1855575.67551717,0,35900
0,-666053.986152708,350860.454538308,0,36000
0,570630.850549071,-1683132.53407223,0,36100
0,2028714.67505222,-2189693.42593859,0,36200
0,3177635.17311042,-2323914.64491614,0,36300
0,4115329.70532221,-2298033.99204489,0,36400
0,4894722.42405968,-2182092.44638999,0,36500
0,5546506.98932645,-2008577.58308807,0,36600
0,6090112.21178703,-1795546.60384736,0,36700
0,6538585.88926507,-1554277.12291071,0,36800
0,6901013.99785546,-1292438.48662347,0,36900
0,7183830.18854952,-1015617.03710643,0,37000
0,7391571.02987883,-728135.146052569,0,37100
0,7527328.33575154,-433533.36869113,0,37200
0,7593021.36053574,-134880.618872403,0,37300
0,7589551.60748152,165005.376942779,0,37400
0,7516871.89412543,463380.962434979,0,37500
0,7373982.79474039,757411.611582524,0,37600
0,7158855.79946061,1043992.01113685,0,37700
0,6868268.51773856,1319519.06770106,0,37800
0,6497517.90141915,1579569.03206476,0,37900
0,6039944.4120995,1818390.97232842,0,38000
0,5486135.53309722,2028038.67961855,0,38100
0,4822537.48830187,2196737.82547589,0,38200
0,4028870.51221809,2305447.29752034,0,38300
0,3072856.93152959,2319410.52384567,0,38400
0,1898270.54308672,2161850.84200971,0,38500
0,402240.213874199,1587580.98453288,0,38600
0,-557020.427298829,-632933.931277124,0,38700
0,1086701.12587671,-1918298.50395655,0,38800
0,2430075.63776484,-2258441.63749259,0,38900
0,3502368.6288258,-2328438.0026101,0,39000
0,4384215.4078675,-2268223.83127273,0,39100
0,5119453.57079937,-2130946.49195943,0,39200
0,5734323.01958676,-1943029.35478795,0,39300
0,6245804.62595869,-1719800.8187131,0,39400
0,6665463.56927236,-1471127.63816107,0,39500
0,7001414.25175891,-1203880.23370574,0,39600
0,7259409.02797272,-923165.38521066,0,39700
0,7443475.75272636,-633009.078072914,0,39800
0,7556301.86808714,-336770.107521273,0,39900
0,7599463.44738707,-37414.4027717083,0,40000
0,7573549.72289199,262282.665670431,0,40100
0,7478207.82004319,559566.166050938,0,40200
0,7312116.08552552,851534.829632461,0,40300
0,7072881.04041125,1134949.868464,0,40400
0,6756837.88348651,1405983.44919567,0,40500
0,6358711.86208598,1659848.64647351,0,40600
0,5871057.25208948,1890201.77286128,0,40700
0,5283308.66532273,2088087.89966391,0,40800
0,4580096.26459331,2239889.44705887,0,40900
0,3738023.55857495,2322810.75165707,0,41000
0,2718864.34519495,2293041.46374907,0,41100
0,1453804.81076665,2044646.34705191,0,41200
0,-160680.374056571,1160375.74492672,0,41300
0,-29054.1878881668,-1280151.56326577,0,41400
0,1560432.06886325,-2076092.39678505,0,41500
0,2803351.8936644,-2300915.86930877,0,41600
0,3807252.67223823,-2319727.69218663,0,41700
0,4637742.07256733,-2230454.46374931,0,41800
0,5331538.22314768,-2074530.64515493,0,41900
0,5911258.37050693,-1873791.22654253,0,42000
0,6391823.4939281,-1641389.61600915,0,42100
0,6783516.70281396,-1386029.39953069,0,42200
0,7093592.78736045,-1113907.57150235,0,42300
0,7327188.71011828,-829721.482742188,0,42400
0,7487863.45755317,-537243.477533429,0,42500
0,7577923.91797697,-239679.072046409,0,42600
0,7598615.95263019,60087.7163784887,0,42700
0,7550221.18515974,359306.119986467,0,42800
0,7432078.2688365,655192.523613028,0,42900
0,7242532.58821204,944758.989761304,0,43000
0,6978804.94047449,1224607.11733371,0,43100
0,6636752.95982754,1490646.04069073,0,43200
0,6210472.13639344,1737664.16622351,0,43300
0,5691632.85502819,1958617.42538592,0,43400
0,5068344.52840419,2143335.26133322,0,43500
0,4323094.93397298,2275909.9933255,0,43600
0,3428690.79674416,2328659.26301369,0,43700
0,2339377.62801042,2245060.73110166,0,43800
0,970595.165427639,1871870.5410787,0,43900
0,-643865.408230568,424476.346826271,0,44000
0,529219.383705267,-1660640.99639536,0,44100
0,1996640.85905441,-2183107.17279346,0,44200
0,3151836.08917578,-2322944.07720875,0,44300
0,4094026.69707844,-2299957.51069313,0,44400
0,4876932.38229783,-2185780.40317742,0,44500
0,5531629.81177731,-2013443.55108414,0,44600
0,6077754.43962453,-1801241.43588134,0,44700
0,6528477.35942825,-1560572.01395884,0,44800
0,6892964.34401967,-1299171.91362786,0,44900
0,7177704.38214722,-1022667.55074078,0,45000
0,7387274.92282618,-735405.998991692,0,45100
0,7524799.92100898,-440943.039401344,0,45200
0,7592225.59201375,-142356.410378433,0,45300
0,7590477.66838041,157532.158995706,0,45400
0,7519532.3819047,455979.165816836,0,45500
0,7378414.67158256,750154.418449056,0,45600
0,7165123.28481841,1036961.84284272,0,45700
0,6876468.48929471,1312814.15554568,0,45800
0,6507788.97341142,1573313.21638966,0,45900
0,6052481.9611008,1812749.70276206,0,46000
0,5501217.19251018,2023247.5293487,0,46100
0,4840568.70581731,2193158.55240691,0,46200
0,4050472.42466875,2303692.74352624,0,46300
0,3099053.86163859,2320676.67416722,0,46400
0,1930930.17636283,2169086.45104869,0,46500
0,444384.231549854,1612544.46474684,0,46600
0,-588533.149476543,-566717.499419978,0,46700
0,1048644.22215459,-1903450.14084562,0,46800
0,2400315.3360488,-2254186.0332076,0,46900
0,3478174.82272178,-2328591.34554274,0,47000
0,4364138.24352825,-2270808.44071359,0,47100
0,5102663.72137879,-2135066.61719358,0,47200
0,5720300.69588231,-1948195.66936701,0,47300
0,6234203.01965134,-1725711.77501319,0,47400
0,6656042.03647154,-1477580.43330941,0,47500
0,6994002.48842198,-1210728.60512672,0,47600
0,7253886.54104012,-930297.233014238,0,47700
0,7439759.59569064,-640333.453854883,0,47800
0,7554339.23049243,-344208.960710665,0,47900
0,7599227.35819004,-44896.8186577396,0,48000
0,7575036.97925614,254824.987435707,0,48100
0,7481438.74683904,552203.003664472,0,48200
0,7317136.08114154,844341.772344168,0,48300
0,7079764.19944288,1128013.63940178,0,48400
0,6765693.42534609,1399409.30788667,0,48500
0,6369694.81699745,1653771.77208264,0,48600
0,5884386.2299932,1884806.3810202,0,48700
0,5299296.43355761,2083642.35032648,0,48800
0,4599205.61028905,2236817.85431136,0,48900
0,3760978.35254691,2321860.71715494,0,49000
0,2746895.2243159,2295765.1577592,0,49100
0,1489219.89320216,2055336.73006137,0,49200
0,-117388.608751697,1201588.37714092,0,49300
0,-72610.5879507122,-1242280.81720639,0,49400
0,1525472.8817936,-2066025.43545398,0,49500
0,2775620.97026846,-2298441.72905743,0,49600
0,3784516.3673051,-2320812.16601042,0,49700
0,4618805.34074446,-2233609.77040209,0,49800
0,5315694.64184416,-2079032.73841044,0,49900
0,5898054.75702951,-1879226.66796842,0,50000
0,6380952.90050652,-1647495.58220319,0,50100
0,6774764.33181866,-1392624.81481997,0,50200
0,7086806.27940592,-1120859.14359635,0,50300
0,7322260.83718519,-836925.12001318,0,50400
0,7484721.70484092,-544613.175267424,0,50500
0,7576524.22439606,-247139.651283172,0,50600
0,7598939.20635804,52605.859615572,0,50700
0,7552271.77225455,351871.319257905,0,50800
0,7435884.40268534,647875.939643182,0,50900
0,7248148.48062693,937639.1730318,0,51000
0,6986315.22946586,1217775.86069165,0,51100
0,6646280.31450297,1484216.80712739,0,51200
0,6222189.83830543,1731785.43453818,0,51300
0,5705785.88844088,1953495.74495371,0,51400
0,5085286.48709771,2139278.95434268,0,51500
0,4343357.13384846,2273421.95174235,0,51600
0,3453124.27279561,2328666.96545563,0,51700
0,2369478.11747064,2249637.58746376,0,51800
0,1009168.18031613,1887670.26966943,0,51900
0,-618197.392463173,495804.543759806,0,52000
0,487560.207314207,-1637371.66121582,0,52100
0,1964375.86858886,-2176311.87901558,0,52200
0,3125906.81616655,-2321877.55673057,0,52300
0,4072625.66290413,-2301825.95968384,0,52400
0,4859063.12889249,-2189432.85836093,0,52500
0,5516685.40301492,-2018285.04794951,0,52600
0,6065337.51175307,-1806918.73638633,0,52700
0,6518315.31121806,-1566854.11218607,0,52800
0,6884865.17106881,-1305896.00763012,0,52900
0,7171531.88169895,-1029711.41174968,0,53000
0,7382934.05153983,-742672.395905127,0,53100
0,7522227.94503003,-448350.157758682,0,53200
0,7591386.83469202,-149831.396115592,0,53300
0,7591360.72584722,150058.04826604,0,53400
0,7522149.26345473,448574.724642266,0,53500
0,7382801.70534272,742892.66585224,0,53600
0,7171343.95686329,1029924.89921678,0,53700
0,6884618.77102465,1306099.7565308,0,53800
0,6518006.28669617,1567044.40367002,0,53900
0,6064960.01379075,1807090.61325308,0,54000
0,5516231.12565714,2018431.46998529,0,54100
0,4858519.95916,2189543.04844111,0,54200
0,4071975.08548075,2301881.73911003,0,54300
0,3125118.39888926,2321843.68094678,0,54400
0,1963394.33737376,2176102.46252546,0,54500
0,486292.959401311,1636653.41425285,0,54600
0,-617368.795300145,-497929.982349145,0,54700
0,1010334.01952919,-1888141.90387563,0,54800
0,2370388.35422126,-2249773.89032266,0,54900
0,3453863.4242435,-2328665.96108766,0,55000
0,4343970.20442276,-2273345.76492303,0,55100
0,5085799.11788452,-2139155.46388036,0,55200
0,5706214.1036574,-1953340.09591837,0,55300
0,6222544.30916643,-1731606.92440014,0,55400
0,6646568.43732723,-1484021.67051093,0,55500
0,6986542.23654849,-1217568.58302753,0,55600
0,7248318.07549821,-937423.184459031,0,55700
0,7435999.13921512,-647654.017137059,0,55800
0,7552333.28378996,-351645.840864055,0,55900
0,7598948.3389934,-52378.9812343414,0,56000
0,7576481.10204713,247365.857849383,0,56100
0,7484625.73855136,544836.598093976,0,56200
0,7322110.68038389,837143.476295031,0,56300
0,7086599.72071924,1121069.81986111,0,56400
0,6774498.10393857,1392824.64564356,0,56500
0,6380622.3621847,1647680.51111589,0,56600
0,5897653.36467752,1879391.17983883,0,56700
0,5315213.04184478,2079168.82073884,0,56800
0,4618229.71569339,2233704.80404575,0,56900
0,3783825.16005861,2320844.01481105,0,57000
0,2774777.66748339,2298364.78883106,0,57100
0,1524409.17349476,2065715.43655582,0,57200
0,-73930.4112814369,1241107.74600973,0,57300
0,-116072.67856907,-1202811.34146595,0,57400
0,1490290.4114471,-2055656.0390859,0,57500
0,2747743.00758477,-2295845.82524324,0,57600
0,3761672.82341872,-2321830.87634912,0,57700
0,4599783.81372558,-2236724.0710308,0,57800
0,5299780.18732389,-2083507.11254937,0,57900
0,5884789.4949567,-1884642.46734207,0,58000
0,6370027.03370575,-1653587.27769965,0,58100
0,6765961.19433258,-1399209.79483065,0,58200
0,7079972.20185236,-1127803.19232608,0,58300
0,7317287.61402872,-844123.574116309,0,58400
0,7481536.04517744,-551979.678487685,0,58500
0,7575081.40959382,-254598.824243729,0,58600
0,7599219.52760444,45123.7053384746,0,58700
0,7554279.03274343,344434.4995744,0,58800
0,7439646.2032436,640555.49267634,0,58900
0,7253718.34148179,930513.401215937,0,59000
0,6993776.953151,1210936.13834714,0,59100
0,6655755.49446518,1477775.92177146,0,59200
0,6233850.28309424,1725890.76639055,0,59300
0,5719874.43329039,1948351.9849982,0,59400
0,5102153.36289955,2135191.06080015,0,59500
0,4363527.93712633,2270886.06984792,0,59600
0,3477439.25157031,2328594.75527934,0,59700
0,2399410.18108382,2254054.52841907,0,59800
0,1047486.09373524,1902992.71293513,0,59900
0,-589448.972715967,564668.762188465,0,60000
